movieId,title,genres,imdbId,tmdbId,userId,rating,rating_timestamp,tag,tags_timestamp
216,Billy Madison (1995),Comedy,112508,11017.0,477,4.0,1200946408,stop looking at me swan,1244787726
222,Circle of Friends (1995),Drama|Romance,112679,22625.0,474,4.0,974669033,Ireland,1137181644
223,Clerks (1994),Comedy,109445,2292.0,424,3.5,1457844055,cynical,1457844066
223,Clerks (1994),Comedy,109445,2292.0,424,3.5,1457844055,hilarious,1457844086
223,Clerks (1994),Comedy,109445,2292.0,424,3.5,1457844055,independent film,1457844084
223,Clerks (1994),Comedy,109445,2292.0,424,3.5,1457844055,quirky,1457844073
223,Clerks (1994),Comedy,109445,2292.0,424,3.5,1457844055,witty,1457844080
223,Clerks (1994),Comedy,109445,2292.0,474,3.5,1089386951,generation X,1138137480
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,1909.0,474,3.5,1100292192,mental illness,1138137516
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,1909.0,474,3.5,1100292192,psychology,1138137516
230,Dolores Claiborne (1995),Drama|Thriller,109642,11929.0,474,3.5,1100292191,Stephen King,1138137506
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797,10451.0,474,4.0,1181348325,In Netflix queue,1137201027
235,Ed Wood (1994),Comedy|Drama,109707,522.0,474,4.0,1083589261,movie business,1137181651
237,Forget Paris (1995),Comedy|Romance,113097,10525.0,474,3.5,1053021443,basketball,1138137528
237,Forget Paris (1995),Comedy|Romance,113097,10525.0,474,3.5,1053021443,France,1138137528
237,Forget Paris (1995),Comedy|Romance,113097,10525.0,474,3.5,1053021443,infertility,1138137528
246,Hoop Dreams (1994),Documentary,110057,14275.0,474,4.0,1079359162,basketball,1137784780
247,Heavenly Creatures (1994),Crime|Drama,110005,1024.0,474,4.0,1054557462,Australia,1137181666
249,Immortal Beloved (1994),Drama|Romance,110116,13701.0,474,4.0,974669033,Beethoven,1137181672
252,I.Q. (1994),Comedy|Romance,110099,11777.0,474,2.0,1046887638,Einstein,1137374021
257,Just Cause (1995),Mystery|Thriller,113501,9061.0,474,3.0,1047043563,court,1137375555
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,63,5.0,1443199688,classic,1443199698
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,63,5.0,1443199688,space action,1443199710
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,76,4.0,1439165601,action,1439165594
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,76,4.0,1439165601,sci-fi,1439165588
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,103,4.0,1431954922,EPIC,1431954312
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,103,4.0,1431954922,great soundtrack,1431954337
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,112,5.0,1442535777,classic sci-fi,1442535682
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,112,5.0,1442535777,engrossing adventure,1442535673
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,112,5.0,1442535777,EPIC,1442535666
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,193,5.0,1435857223,classic sci-fi,1435856940
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,193,5.0,1435857223,space action,1435856955
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,193,5.0,1435857223,space epic,1435856950
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,205,4.5,1519900208,oldie but goodie,1519899101
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,205,4.5,1519900208,sci-fi,1519899078
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,205,4.5,1519900208,Star Wars,1519899108
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,474,4.0,975173633,darth vader,1137206494
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,474,4.0,975173633,luke skywalker,1137206496
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,474,4.0,975173633,space opera,1137206504
261,Little Women (1994),Drama,110367,9587.0,474,4.0,979180620,Louisa May Alcott,1137181688
262,"Little Princess, A (1995)",Children|Drama,113670,19101.0,474,4.0,979180182,England,1137206203
262,"Little Princess, A (1995)",Children|Drama,113670,19101.0,474,4.0,979180182,Girl Power,1137206203
262,"Little Princess, A (1995)",Children|Drama,113670,19101.0,474,4.0,979180182,India,1137206203
272,"Madness of King George, The (1994)",Comedy|Drama,110428,11318.0,474,3.5,1104518799,England,1138137566
272,"Madness of King George, The (1994)",Comedy|Drama,110428,11318.0,474,3.5,1104518799,mental illness,1138137566
277,Miracle on 34th Street (1994),Drama,110527,10510.0,474,2.0,975173058,Christmas,1137374027
280,Murder in the First (1995),Drama|Thriller,113870,8438.0,474,3.0,1004131763,prison,1137375585
282,Nell (1994),Drama,110638,1945.0,474,3.0,1060105525,disability,1137375594
282,Nell (1994),Drama,110638,1945.0,474,3.0,1060105525,twins,1137375594
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241.0,424,4.0,1457846167,brutality,1457846184
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241.0,424,4.0,1457846167,controversial,1457846195
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241.0,424,4.0,1457846167,dark comedy,1457846180
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241.0,424,4.0,1457846167,psychedelic,1457846191
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241.0,424,4.0,1457846167,satire,1457846198
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241.0,424,4.0,1457846167,stylized,1457846189
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,166,4.5,1188774465,assassin,1188774484
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,166,4.5,1188774465,Jean Reno,1188774487
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,474,3.5,1079099410,hit men,1138137619
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,Action,1498456142
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,assassin,1498456106
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,assassination,1498456192
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,assassins,1498456184
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,awkward romance,1498456167
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,corruption,1498456155
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,crime,1498456141
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,disturbing,1498456144
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,drama,1498456149
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,French,1498456150
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,friendship,1498456139
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,Gary Oldman,1498456130
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,great acting,1498456128
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,Guns,1498456179
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,hit men,1498456165
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,hitman,1498456113
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,humorous,1498456177
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,imdb top 250,1498456175
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,Jean Reno,1498456121
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,Lolita theme,1498456188
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,loneliness,1498456186
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,love story,1498456132
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,Luc Besson,1498456137
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,Natalie Portman,1498456126
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,organized crime,1498456152
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,police,1498456181
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,police corruption,1498456159
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,quirky,1498456135
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,sniper,1498456182
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,tense,1498456190
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,touching,1498456147
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,599,5.0,1498456035,unique,1498456157
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,103,5.0,1431954439,good dialogue,1431954555
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,103,5.0,1431954439,great soundtrack,1431954555
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,103,5.0,1431954439,non-linear,1431954555
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,424,4.5,1457842438,cult film,1457844546
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,424,4.5,1457842438,drugs,1457844550
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,424,4.5,1457842438,Quentin Tarantino,1457844541
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,424,4.5,1457842438,Tarantino,1457844557
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,474,4.0,979179939,hit men,1137205001
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,1990s,1498456537
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,achronological,1498456475
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,action,1498456356
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,action packed,1498456535
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,aggressive,1498456533
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,amazing,1498456678
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,amazing dialogues,1498456473
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,anthology,1498456531
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,assassin,1498456382
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,atmospheric,1498456376
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,AWESOME,1498456559
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,bad ass,1498456471
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,bad language,1498456469
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,bad-ass,1498456676
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,bible,1498456675
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,biblical references,1498456529
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,big boys with guns,1498456673
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,big name actors,1498456671
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,Black comedy,1498456350
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,black humor,1498456481
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,black humour,1498456670
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,blood,1498456448
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,blood splatters,1498456467
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,bloody,1498456431
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,bruce willis,1498456352
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,brutality,1498456543
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,casual violence,1498456669
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,character development,1498456527
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,characters,1498456466
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,599,5.0,1498456867,classic,1498456360
